short_name	item	original	question_type	options	options_short	required	contingent	any_free_text	other_free_text	original_answer	notes
favorite_trope_[au_hs_college]	25.05	17. Favorite Tropes (Select all that apply)	checklist			0.0		True	True	College or High School AU	The original survey asked about college AUs; high school AUs were also popular based on participant resposnses. We combined the two into a new composite category (`au_hs_college`),
favorite_trope_[david_lawyer]	25.06	17. Favorite Tropes (Select all that apply)	checklist			0.0		True	True	David as a lawyer	
favorite_trope_[david_journalist]	25.07	17. Favorite Tropes (Select all that apply)	checklist			0.0		True	True	David as journalist	Based on participant responses, we added a category for david as a journalist (`david_journalist`)
favorite_trope_[denton_father]	25.08	17. Favorite Tropes (Select all that apply)	checklist			0.0		True	True	Denton as father figure	Based on participant responses, we added a category for denton acting as a father figure to the newsies (`denton_father`)
favorite_trope_[enemies_to_lovers]	25.09	17. Favorite Tropes (Select all that apply)	checklist			0.0		True	True	Enemies to lovers	"Based on participant responses, we added a category for the ""enemies to lovers"" relationship trope (`enemies_to_lovers`)"
favorite_trope_[au_fantasy]	25.10	17. Favorite Tropes (Select all that apply)	checklist			0.0		True	True	Fairy Tale/Fantasy AU	We added mermaids into fantasy AUs
favorite_trope_[fake_dating]	25.11	17. Favorite Tropes (Select all that apply)	checklist			0.0		True	True	Fake dating	
favorite_trope_[girlsies]	25.12	17. Favorite Tropes (Select all that apply)	checklist			0.0		True	True	Girlsies	Based on participant responses of a favorite trope that there were actually female newsies in canon era (`girlsies`)
favorite_trope_[aged_up]	25.13	17. Favorite Tropes (Select all that apply)	checklist			0.0		True	True	Grown ups	Based on participant responses, we added a category for adult newsies (`aged_up`)
favorite_trope_[hurt_comfort]	25.14	17. Favorite Tropes (Select all that apply)	checklist			0.0		True	True	Hurt/Comfort	
favorite_trope_[jack_artist]	25.15	17. Favorite Tropes (Select all that apply)	checklist			0.0		True	True	Jack as an artist	
favorite_trope_[crutchie_bamf]	25.16	17. Favorite Tropes (Select all that apply)	checklist			0.0		True	True	LetCrutchieSayFuck	"Based on the participant response that their favorite trope was ""LetCrutchieSayFuck"" (`crutchie_bamf`)"
favorite_trope_[medda_mom]	25.17	17. Favorite Tropes (Select all that apply)	checklist			0.0		True	True	Medda as a mom/foster mom	
favorite_trope_[au_modern]	25.18	17. Favorite Tropes (Select all that apply)	checklist			0.0		True	True	Modern AU	
favorite_trope_[race_dancer]	25.19	17. Favorite Tropes (Select all that apply)	checklist			0.0		True	True	Race as a dancer	
favorite_trope_[roommates]	25.20	17. Favorite Tropes (Select all that apply)	checklist			0.0		True	True	Roommates	
favorite_trope_[slowburn]	25.21	17. Favorite Tropes (Select all that apply)	checklist			0.0		True	True	Slowburn	"Based on participant resposnes, we added the ""Slowburn"" trope (`slowburn`)"
favorite_trope_[au_soulmate]	25.22	17. Favorite Tropes (Select all that apply)	checklist			0.0		True	True	Soulmate AU	Based on participant responses, we added a category for Soulmate or Soulmark alternative universe (`au_soulmate`)
favorite_trope_[time_travel]	25.23	17. Favorite Tropes (Select all that apply)	checklist			0.0		True	True	Time Travel	
favorite_trope_[au_wild]	25.24	17. Favorite Tropes (Select all that apply)	checklist			0.0		True	True	Wild AU	"Based on particiapnt responses, we added a category for strange, unique, or ""wild"" alternative universe stories (old west, spy, etc) (`au_wild`)"
favorite_trope_[found_family]	25.25	17. Favorite Tropes (Select all that apply)	checklist			0.0		True	True	found family	Based on participant resposnes, we added a category for characters building a found family (`found_family`)
favorite_trope_desc	26	17b. If you would like to tell us why you love a particular trope, please do!	free text			False	True	True	False		
favorite_adult_rank_[medda]	27.01	18. Who are your favorite adult characters? Please rank your top five, with your first choice being your most favorite.	ranked	1 @ 2 @ 3 @ 4 @ 5 @ 7		False	False			Medda Larkson|Larkin	
favorite_adult_rank_[esther_jacobs]	27.02	18. Who are your favorite adult characters? Please rank your top five, with your first choice being your most favorite.	ranked	1 @ 2 @ 3 @ 4 @ 5 @ 7		False	False			Esther Jacobs	
favorite_adult_rank_[mayer_jacobs]	27.03	18. Who are your favorite adult characters? Please rank your top five, with your first choice being your most favorite.	ranked	1 @ 2 @ 3 @ 4 @ 5 @ 7		False	False			Mayer Jacobs	
favorite_adult_rank_[denton]	27.04	18. Who are your favorite adult characters? Please rank your top five, with your first choice being your most favorite.	ranked	1 @ 2 @ 3 @ 4 @ 5 @ 7		False	False			Bryan Denton	
favorite_adult_rank_[hannah]	27.05	18. Who are your favorite adult characters? Please rank your top five, with your first choice being your most favorite.	ranked	1 @ 2 @ 3 @ 4 @ 5 @ 7		False	False			Hannah	
favorite_adult_rank_[kloppman]	27.06	18. Who are your favorite adult characters? Please rank your top five, with your first choice being your most favorite.	ranked	1 @ 2 @ 3 @ 4 @ 5 @ 7		False	False			Kloppman	
favorite_adult_rank_[pulitzer]	27.07	18. Who are your favorite adult characters? Please rank your top five, with your first choice being your most favorite.	ranked	1 @ 2 @ 3 @ 4 @ 5 @ 7		False	False			Joseph Pulitzer	
favorite_adult_rank_[snyder]	27.08	18. Who are your favorite adult characters? Please rank your top five, with your first choice being your most favorite.	ranked	1 @ 2 @ 3 @ 4 @ 5 @ 7		False	False			Snyder	
favorite_adult_rank_[teddy_rosevelt]	27.09	18. Who are your favorite adult characters? Please rank your top five, with your first choice being your most favorite.	ranked	1 @ 2 @ 3 @ 4 @ 5 @ 7		False	False			Teddy Rosevelt	
favorite_adult_rank_[other]	27.10	18. Who are your favorite adult characters? Please rank your top five, with your first choice being your most favorite.	ranked	1 @ 2 @ 3 @ 4 @ 5 @ 7		False	False			Other	
favorite_adult_other_name	28	"18b. If you would like to tell us why a particular adult character is your favorite, please do! If you responded ""Other,"" please tell us which character that was."	derived			False	True	True	False		
favorite_adult_desc	28	"18b. If you would like to tell us why a particular adult character is your favorite, please do! If you responded ""Other,"" please tell us which character that was."	free text			False	True	True	False		
queer_characters	29	19. Do you see any of the Newsies characters as belonging to the LGBQ+ or T/GNC+ communities?	multiple choice	No @ Yes		False	False	False	False		
queer_characters_list	30	19b. If so, which ones? Please feel free to list characters and how you see their sexual orientation and/or gender expression.	free text			False	True	True	False		
queer_characters_reason	31	19c. If you would like to tell us why you see a particular character as LGBQ+ or T/GNC+, please do!	free text			False	True	True	False		
media_preference	32	20. As a fan, do you prefer the film or the stage version of Newsies?	multiple choice	The film @ The stage production @ I enjoy them both equally @ I have only seen the stage show @ I have only seen the film @ I have not seen either		False	False	False	False		
media_preference_desc	33	20b. If you would like to tell us why, please do!	free text			False	True	True	False		
strike_research_[no_uninterested]	34.01	21. After seeing either version of Newsies, did you do any  research on the historical 1899 strike? (Check all that apply)	checklist			1.0		True	True	No, I wasn’t interested	
strike_research_[no_unaware]	34.02	21. After seeing either version of Newsies, did you do any  research on the historical 1899 strike? (Check all that apply)	checklist			1.0		True	True	No, it didn’t occur to me	
strike_research_[yes_expert_oopsie]	34.03	21. After seeing either version of Newsies, did you do any  research on the historical 1899 strike? (Check all that apply)	checklist			1.0		True	True	Yes, I became a historical expert	Based on participant responses, we added a category for people who became experts about the newsboys strike. Oopsie is a referenced to one of the participant responses. (`yes_expert_oopsie`)
strike_research_[yes_in_school]	34.04	21. After seeing either version of Newsies, did you do any  research on the historical 1899 strike? (Check all that apply)	checklist			1.0		True	True	Yes, I studied the strike in school	Based on participant responses, we added a category for people studied the 1899 newsboys strike in school (`yes_in_school`)
strike_research_[yes_aca_secondary]	34.05	21. After seeing either version of Newsies, did you do any  research on the historical 1899 strike? (Check all that apply)	checklist			1.0		True	True	Yes, through academic secondary sources (books, journal articles, etc.)	
strike_research_[yes_fan]	34.06	21. After seeing either version of Newsies, did you do any  research on the historical 1899 strike? (Check all that apply)	checklist			1.0		True	True	Yes, through fan-made sources (blogs, websites, etc.)	
strike_research_[yes_gen_secondary]	34.07	21. After seeing either version of Newsies, did you do any  research on the historical 1899 strike? (Check all that apply)	checklist			1.0		True	True	Yes, through non-academic secondary sources (children's history books, podcasts, etc.)	
strike_research_[yes_open]	34.08	21. After seeing either version of Newsies, did you do any  research on the historical 1899 strike? (Check all that apply)	checklist			1.0		True	True	Yes, through open source sources (Wikipedia, etc.)	
strike_research_[yes_primary]	34.09	21. After seeing either version of Newsies, did you do any  research on the historical 1899 strike? (Check all that apply)	checklist			1.0		True	True	Yes, through primary sources (newspaper articles, letters, etc.)	
demography_age	35	1. How old are you?	multiple choice	18 - 21 @ 22 - 25 @ 26 - 30 @ 31 - 35 @ 36 - 40 @ 41 - 45 @ 46 - 60		False	False	False	False		
demography_gender	36	2. What is your gender identity?	multiple choice	Female @ Male @ Nonbinary @ Genderqueer		False	False	True	True		"Based on participant free text responses, we added a category indicating the participant was questioning their gender. For example ""IDK"" was mapped to this category @ Based on an IRB requirement to group demographic data, we remapped an individual who described themself as a ""demi-girl"" and ""genderfluid"" to genderqueer"
demography_trans	37	3. Do you identify as trans?	multiple choice	No @ Yes		False	False	False	False		
demography_orientation_[ace_aro_demi]	38.01	4. What is your sexual orientation? (Please select all that apply)	checklist			0.0		True	True	Ace/Aro Spectrum or demisexual	"We combined the existing category, ""Asexual or Aromantic spectrum"" with participant provided responses indciating demisexuality into a single category including asexual, aromatic, and demisexual individuals"
demography_orientation_[bisexual]	38.02	4. What is your sexual orientation? (Please select all that apply)	checklist			0.0		True	True	Bisexual	
demography_orientation_[heterosexual]	38.03	4. What is your sexual orientation? (Please select all that apply)	checklist			0.0		True	True	Heterosexual	We removed non-responses that didn't directly answer the question of sexual orientation
demography_orientation_[homosexual]	38.04	4. What is your sexual orientation? (Please select all that apply)	checklist			0.0		True	True	Homosexual	
demography_orientation_[pansexual_omnisexual]	38.05	4. What is your sexual orientation? (Please select all that apply)	checklist			0.0		True	True	Pansexual or Omnisexual	We combined the existing pansexual category with particiapnt provided omnisexual orientation (`pansexual_omnisexual`)
demography_orientation_[queer]	38.06	4. What is your sexual orientation? (Please select all that apply)	checklist			0.0		True	True	Queer	
demography_orientation_[questioning]	38.07	4. What is your sexual orientation? (Please select all that apply)	checklist			0.0		True	True	Questioning	Based on participant responses, we added a category to indicate the participant was questioning their sexual orientation
demography_country_residence	39	5. What country do you live in? 	multiple choice			False	False	False	False		A list of countries where participants live, but not the number of participants in each country, can be found in the countries_of_residence.txt file
demography_state_residence	40	5b. If you live in the US, what state or territory?	multiple choice			False	True	False	False		A list of participant's states of residence within the US, but not the number of participants, is provided in the states_of_residence.txt file
demography_education_level	41	6. What is your highest level of education?	multiple choice	Have not completed high school @ High School Graduate/GED @ Some college @ Associate's Degree @ Bachelor's Degree @ Master’s degree @ Currently in a professional or graduate program @ PhD or professional degree (MD, JD, etc)		False	False	False	False		
hear_about_survey_[friend]	42.01	8. How did you hear about this survey? (Check all that apply)	checklist			0.0		True	True	A friend recommended it to me	
hear_about_survey_[facebook]	42.02	8. How did you hear about this survey? (Check all that apply)	checklist			0.0		True	True	Facebook	
hear_about_survey_[tumblr]	42.03	8. How did you hear about this survey? (Check all that apply)	checklist			0.0		True	True	Tumblr	"We removed any responses that did address the original question (for example, ""I hope you release your data"")"
hear_about_survey_[twitter]	42.04	8. How did you hear about this survey? (Check all that apply)	checklist			0.0		True	True	Twitter	We normalized responses whcih provided more descriptive information and standardized them back to the original source
